loans_received_from_candidate,last_report_year,contributions,refunded_other_political_committee_contributions,party,last_cash_on_hand_end_period,other_political_committee_contributions,individual_contributions,total_offsets_to_operating_expenditures,repayments_other_loans,incumbent_challenge,repayments_loans_made_by_candidate,cycle,refunded_political_party_committee_contributions,loan_repayments_other_loans,incumbent_challenge_full,last_net_operating_expenditures,last_report_type_full,has_raised_funds,party_full,federal_funds,flags,political_party_committee_contributions,loans,last_net_contributions,full_election,last_file_date,disbursements,fundraising_disbursements,first_file_date,receipts,district_number,coverage_end_date,loan_repayments,candidate_id,rutgers_sex,district,refunded_individual_contributions,cycles,exempt_legal_accounting_disbursement,loan_repayments_made,last_f2_date,last_beginning_image_number,offsets_to_fundraising_expenditures,last_debts_owed_to_committee,offsets_to_operating_expenditures,other_disbursements,state,other_receipts,loans_received,candidate_contribution,transfers_from_affiliated_committee,contribution_refunds,election_years,transfers_from_other_authorized_committee,loans_made_by_candidate,net_operating_expenditures,federal_funds_flag,load_date,name,election_districts,other_loans_received,all_other_loans,offsets_to_legal_accounting,transfers_to_other_authorized_committee,operating_expenditures,individual_unitemized_contributions,active_through,loan_repayments_candidate_loans,candidate_status,office_full,coverage_start_date,net_contributions,last_debts_owed_by_committee,individual_itemized_contributions,office
,2017,68417.3,0.0,DEM,25690.54,2500.0,64569.01,,,C,,2018,0.0,0.0,Challenger,26784.32,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8NC05063,0.0,5000.0,19863.0,False,2017-03-29,47726.76,,2017-03-10,73417.3,5,2017-09-30T00:00:00+00:00,3500.0,H8NC05063,F,05,75.0,[2018],,,2017-03-29,201710159075755058,,0.0,0.0,0.0,NC,0.0,,1348.29,,0.0,[2018],0.0,5000.0,44151.76,False,2017-09-13T20:57:39,"ADAMS, DENISE DARCEL",[u'05'],,0.0,,0.0,44151.76,12686.55,2018,3500.0,C,House,2017-01-02T00:00:00+00:00,68342.3,14126.18,51882.46,H
,,,,DEM,,,,,,,,,,,,,,False,DEMOCRATIC PARTY,,H8MI04085,,,,,2017-10-30,,,2017-10-30,,4,,,H8MI04085,,04,,[2018],,,2017-10-30,,,,,,MI,,,,,,[2018],,,,False,2017-10-30T20:58:29,"ADAMS, DION",[u'04'],,,,,,,2018,,N,House,,,,,H
,,,,REP,,,,,,C,,,,,Challenger,,,False,REPUBLICAN PARTY,,S8CA00325,,,,,2017-08-28,,,2017-03-21,,0,,,S8CA00325,,00,,[2018],,,2017-08-28,,,,,,CA,,,,,,[2018],,,,False,2017-11-09T20:56:45,"ADAMS, DONALD R",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,2017,7938.09,0.0,DEM,6656.26,0.0,7938.09,,,C,,2018,0.0,0.0,Challenger,1281.83,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8VA10148,0.0,0.0,7938.09,False,2017-07-07,1281.83,,2017-07-07,7938.09,10,2017-09-30T00:00:00+00:00,0.0,H8VA10148,F,10,0.0,[2018],,,2017-07-07,201710159075734939,,0.0,0.0,0.0,VA,0.0,,0.0,,0.0,[2018],0.0,0.0,1281.83,False,2017-10-16T21:00:02,"ADAMS, KIMBERLY",[u'10'],,0.0,,0.0,1281.83,4382.5,2018,0.0,C,House,2017-07-01T00:00:00+00:00,7938.09,0.0,3555.59,H
,2017,11905.0,0.0,REP,880738.0,0.0,9205.0,,,C,,2018,0.0,0.0,Challenger,76767.0,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,S8PA00304,0.0,950000.0,5800.0,False,2017-06-09,81166.0,,2017-06-09,961905.0,0,2017-09-30T00:00:00+00:00,0.0,S8PA00304,,00,0.0,[2018],,,2017-06-09,201710200200365372,,0.0,0.0,0.0,PA,0.0,,2700.0,,0.0,[2018],0.0,950000.0,81166.0,False,2017-09-15T21:00:12,"ADDIS , PAUL DAVID MR",[u'00'],,0.0,,0.0,81166.0,405.0,2018,0.0,C,Senate,2017-04-01T00:00:00+00:00,11905.0,950000.0,8800.0,S
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,S8VT00117,,,,,2017-06-07,,,2017-06-07,,0,,,S8VT00117,,00,,[2018],,,2017-06-07,,,,,,VT,,,,,,[2018],,,,False,2017-08-01T20:57:28,"ADELUOLA, FOLASADE",[u'00'],,,,,,,2018,,N,Senate,,,,,S
,2017,588349.48,0.0,REP,811898.35,376800.0,211549.48,,,I,,2018,0.0,0.0,Incumbent,124876.88,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H6AL04098,0.0,0.0,151885.02,True,2016-12-02,243065.97,,1996-02-14,589452.06,4,2017-09-30T00:00:00+00:00,0.0,H6AL04098,,04,500.0,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2016-12-02,201710139075627017,,0.0,388.07,0.0,AL,714.51,,0.0,,0.0,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",0.0,0.0,242177.9,False,2017-03-02T21:00:15,"ADERHOLT, ROBERT B. REP.","[u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04']",,0.0,,0.0,242565.97,12810.03,2018,0.0,C,House,2017-01-01T00:00:00+00:00,587849.48,0.0,198739.45,H
,2017,28848.2,0.0,DEM,17503.43,0.0,27798.2,,,C,,2018,0.0,0.0,Challenger,5109.13,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8TX12074,0.0,0.0,8372.2,False,2017-03-22,11823.22,,2017-03-22,28947.59,12,2017-09-30T00:00:00+00:00,0.0,H8TX12074,,12,0.0,[2018],,,2017-03-22,201710199075806402,,0.0,99.39,0.0,TX,0.0,,1050.0,,0.0,[2018],0.0,0.0,11723.83,False,2017-09-15T21:00:12,"ADIA, VANESSA MICHELLE",[u'12'],,0.0,,0.0,11823.22,14308.2,2018,0.0,C,House,2017-03-15T00:00:00+00:00,28848.2,0.0,13490.0,H
,,,,IND,,,,,,C,,,,,Challenger,,,False,INDEPENDENT,,H8WA05185,,,,,2017-07-24,,,2017-07-24,,5,,,H8WA05185,,05,,[2018],,,2017-07-24,,,,,,WA,,,,,,[2018],,,,False,2017-08-01T20:57:28,"AGNEW, ERIC MR.",[u'05'],,,,,,,2018,,N,House,,,,,H
,2017,1119563.25,0.0,DEM,1705474.41,326208.5,793327.29,,,I,,2018,0.0,0.0,Incumbent,95057.85,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H2CA31125,27.46,0.0,251012.05,False,2016-12-05,383991.19,,2012-01-17,1138692.63,31,2017-09-30T00:00:00+00:00,0.0,H2CA31125,,31,18129.7,"[2012, 2014, 2016, 2018]",,,2016-12-05,201710159075732377,,0.0,7260.41,44613.4,CA,11868.97,,0.0,,0.0,"[2012, 2014, 2016, 2018]",0.0,0.0,313987.68,False,2017-03-02T21:00:15,"AGUILAR, PETE","[u'31', u'31', u'31', u'31']",,0.0,,0.0,321248.09,202187.19,2018,0.0,C,House,2017-01-01T00:00:00+00:00,1101433.55,0.0,591140.1,H
,,,,DEM,,,,,,,,,,,,,,False,DEMOCRATIC PARTY,,H8PA01237,,,,,2017-12-01,,,2017-12-01,,1,,,H8PA01237,,01,,[2018],,,2017-12-01,,,,,,PA,,,,,,[2018],,,,False,2017-12-01T21:04:00,"AHMAD, NILOFER NINA",[u'01'],,,,,,,2018,,N,House,,,,,H
,2017,3904.29,0.0,DEM,0.0,0.0,893.8,,,O,,2018,0.0,0.0,Open seat,3864.28,TERMINATION REPORT,True,DEMOCRATIC PARTY,,H8WA08114,0.0,0.0,3037.49,False,2017-03-10,3904.29,,2017-03-10,3904.29,8,2017-06-30T00:00:00+00:00,0.0,H8WA08114,,08,0.0,[2018],,,2017-03-10,201707149066671775,,0.0,0.0,0.0,WA,0.0,,3010.49,,0.0,[2018],0.0,0.0,3904.29,False,2017-10-18T21:02:35,"AHN, POGA",[u'08'],,0.0,,0.0,3904.29,893.8,2018,0.0,N,House,2017-01-01T00:00:00+00:00,3904.29,0.0,0.0,H
,2015,0.0,0.0,REP,0.0,0.0,0.0,,,C,,2016,0.0,0.0,Challenger,0.0,APRIL QUARTERLY,True,REPUBLICAN PARTY,,S2MO00429,0.0,0.0,0.0,False,2012-11-14,0.0,,2011-05-18,0.0,0,2015-03-31T00:00:00+00:00,0.0,S2MO00429,,00,0.0,"[2012, 2014, 2016, 2018]",,,2012-11-14,15020166530,,0.0,0.0,0.0,MO,0.0,,0.0,,0.0,"[2012, 2018]",0.0,0.0,0.0,False,2017-05-23T07:10:20,"AKIN, W TODD","[u'00', u'00']",,0.0,,0.0,0.0,0.0,2018,0.0,C,Senate,2015-01-01T00:00:00+00:00,0.0,99224.0,0.0,S
,,,,REP,,,,,,,,,,,,,,False,REPUBLICAN PARTY,,H8FL17038,,,,,2017-10-19,,,2017-10-19,,17,,,H8FL17038,,17,,[2018],,,2017-10-19,,,,,,FL,,,,,,[2018],,,,False,2017-10-23T20:56:46,"AKINS, WILLIAM ALAN",[u'17'],,,,,,,2018,,N,House,,,,,H
,,,,DFL,,,,,,O,,,,,Open seat,,,False,DEMOCRATIC-FARM-LABOR,,H8MN01246,,,,,2017-06-20,,,2017-04-24,,1,,,H8MN01246,,01,,[2018],,,2017-06-20,,,,,,MN,,,,,,[2018],,,,False,2017-08-01T20:57:28,"AKZAM, JOHNNY ALAN",[u'01'],,,,,,,2018,,N,House,,,,,H
,2017,4280.16,0.0,DEM,9209.27,0.0,4105.92,,,C,,2018,0.0,0.0,Challenger,1543.74,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H6OH12127,0.0,0.0,4180.16,False,2017-08-28,1643.74,,2016-04-18,4280.16,12,2017-09-30T00:00:00+00:00,0.0,H6OH12127,,12,0.0,"[2016, 2018]",,,2017-08-28,201710019075562896,,0.0,0.0,0.0,OH,0.0,,174.24,,0.0,"[2016, 2018]",0.0,0.0,1643.74,False,2017-10-05T20:56:00,"ALBERTSON, ED","[u'12', u'12']",,0.0,,0.0,1643.74,2805.92,2018,0.0,N,House,2017-01-01T00:00:00+00:00,4280.16,0.0,1300.0,H
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,H8MI03079,,,,,2017-10-13,,,2017-10-13,,3,,,H8MI03079,,03,,[2018],,,2017-10-13,,,,,,MI,,,,,,[2018],,,,False,2017-10-18T21:02:35,"ALBRO, CATHERINE",[u'03'],,,,,,,2018,,N,House,,,,,H
,,,,AIP,,,,,,C,,,,,Challenger,,,False,AMERICAN INDEPENDENT PARTY,,H8CA37301,,,,,2017-04-17,,,2017-04-17,,37,,,H8CA37301,,37,,[2018],,,2017-04-17,,,,,,CA,,,,,,[2018],,,,False,2017-04-19T21:05:08,"ALEMAYHU, TED MESFIN MR.",[u'37'],,,,,,,2018,,N,House,,,,,H
,2017,150.0,0.0,REP,-6603.3,0.0,50.0,,,C,,2018,0.0,0.0,Challenger,6753.3,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H8TX35018,0.0,0.0,150.0,False,2017-09-11,6753.3,,2017-09-11,150.0,35,2017-09-30T00:00:00+00:00,0.0,H8TX35018,,35,0.0,[2018],,,2017-09-11,201710159075735177,,0.0,0.0,0.0,TX,0.0,,100.0,,0.0,[2018],0.0,0.0,6753.3,False,2017-10-16T21:00:02,"ALEXANDER, SHERRILL KENNETH",[u'35'],,0.0,,0.0,6753.3,50.0,2018,0.0,C,House,2017-06-12T00:00:00+00:00,150.0,0.0,0.0,H
,2017,7076.39,0.0,DEM,2841.09,0.0,3480.0,,,C,,2018,0.0,0.0,Challenger,789.02,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8TX24103,0.0,0.0,2980.0,False,2017-06-14,4235.3,,2017-06-14,7076.39,24,2017-09-30T00:00:00+00:00,0.0,H8TX24103,,24,0.0,[2018],,,2017-06-14,201710099075593444,,0.0,0.0,0.0,TX,0.0,,3596.39,,0.0,[2018],0.0,0.0,4235.3,False,2017-10-16T21:00:02,"ALLEN, EDWARD CHARLES",[u'24'],,0.0,,0.0,4235.3,1430.0,2018,0.0,C,House,2017-04-01T00:00:00+00:00,7076.39,0.0,2050.0,H
,2017,13945.78,0.0,DEM,8355.96,0.0,13945.78,,,C,,2018,0.0,0.0,Challenger,3806.27,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8GA07144,0.0,0.0,8892.89,False,2017-04-21,5589.82,,2017-04-21,13945.78,7,2017-09-30T00:00:00+00:00,0.0,H8GA07144,F,07,0.0,[2018],,,2017-04-21,201710159075750826,,0.0,0.0,0.0,GA,0.0,,0.0,,0.0,[2018],0.0,0.0,5589.82,False,2017-08-29T20:55:29,"ALLEN, KATHLEEN",[u'07'],,0.0,,0.0,5589.82,4445.91,2018,0.0,C,House,2017-04-01T00:00:00+00:00,13945.78,0.0,9499.87,H
,2017,308388.0,0.0,REP,246263.77,183000.0,125388.0,,,I,,2018,0.0,0.0,Incumbent,50683.22,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H2GA12121,0.0,0.0,93337.0,True,2017-04-01,169585.79,,2011-10-12,310453.16,12,2017-09-30T00:00:00+00:00,0.0,H2GA12121,,12,0.0,"[2012, 2014, 2016, 2018]",,,2017-04-01,201710139075640294,,0.0,2065.16,12660.0,GA,0.0,,0.0,,0.0,"[2012, 2014, 2016, 2018]",0.0,0.0,154860.63,False,2017-04-01T20:55:21,"ALLEN, RICHARD W","[u'12', u'12', u'12', u'12']",,0.0,,0.0,156925.79,16088.0,2018,0.0,C,House,2017-01-01T00:00:00+00:00,308388.0,1125000.0,109300.0,H
,2017,1154.53,0.0,DEM,868.23,0.0,1124.53,,,C,,2018,0.0,0.0,Challenger,286.3,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8FL11106,0.0,0.0,1154.53,False,2017-07-15,286.3,,2017-07-15,1154.53,11,2017-09-30T00:00:00+00:00,0.0,H8FL11106,,11,0.0,[2018],,,2017-07-15,201710159075753324,,0.0,0.0,0.0,FL,0.0,,30.0,,0.0,[2018],0.0,0.0,286.3,False,2017-08-01T20:57:28,"ALLEN, SAMUEL",[u'11'],,0.0,,0.0,286.3,124.53,2018,0.0,N,House,2017-07-01T00:00:00+00:00,1154.53,0.0,1000.0,H
,,,,DEM,,,,,,C,,,,,Challenger,,,False,DEMOCRATIC PARTY,,H8VA07060,,,,,2017-02-25,,,2017-02-25,,7,,,H8VA07060,F,07,,[2018],,,2017-02-25,,,,,,VA,,,,,,[2018],,,,False,2017-03-03T21:11:22,"ALLI, HELEN",[u'07'],,,,,,,2018,,N,House,,,,,H
,,,,REP,,,,,,C,,,,,Challenger,,,False,REPUBLICAN PARTY,,H8CA52136,,,,,2017-10-13,,,2017-10-13,,52,,,H8CA52136,,52,,[2018],,,2017-10-13,,,,,,CA,,,,,,[2018],,,,False,2017-10-18T21:02:35,"ALLMAN, MICHAEL",[u'52'],,,,,,,2018,,N,House,,,,,H
,2017,242444.83,0.0,DEM,86653.69,0.0,242444.83,,,C,,2018,0.0,0.0,Challenger,123698.05,OCTOBER QUARTERLY,True,DEMOCRATIC PARTY,,H8TX32098,0.0,25000.0,61753.79,False,2017-04-18,180791.14,,2017-04-18,267444.83,32,2017-09-30T00:00:00+00:00,0.0,H8TX32098,,32,125.0,[2018],,,2017-04-18,201710159075681198,,0.0,0.0,0.0,TX,0.0,,0.0,,0.0,[2018],0.0,25000.0,180666.14,False,2017-09-27T20:56:17,"ALLRED, COLIN",[u'32'],,0.0,,0.0,180666.14,61012.83,2018,0.0,C,House,2017-04-23T00:00:00+00:00,242319.83,25000.0,181432.0,H
,,,,REP,,,,,,C,,,,,Challenger,,,False,REPUBLICAN PARTY,,H8CA34340,,,,,2017-03-14,,,2017-03-14,,34,,,H8CA34340,,34,,[2018],,,2017-03-14,,,,,,CA,,,,,,[2018],,,,False,2017-04-19T21:05:08,"ALVAREZ, SIMON MARK",[u'34'],,,,,,,2018,,N,House,,,,,H
,2017,309344.66,0.0,REP,315167.38,19750.0,289594.66,,,I,,2018,0.0,0.0,Incumbent,66483.88,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H0MI03126,0.0,0.0,169185.0,False,2017-08-28,221846.96,,2010-02-12,319377.1,3,2017-09-30T00:00:00+00:00,0.0,H0MI03126,,03,0.0,"[2010, 2012, 2014, 2016, 2018]",,,2017-08-28,201710159075731666,,0.0,4775.52,5000.0,MI,0.0,,0.0,,0.0,"[2010, 2012, 2014, 2016, 2018]",5256.92,0.0,212071.44,False,2017-08-28T20:55:19,"AMASH, JUSTIN","[u'03', u'03', u'03', u'03', u'03']",,0.0,,0.0,216846.96,28721.66,2018,0.0,C,House,2017-01-01T00:00:00+00:00,309344.66,0.0,260873.0,H
,,,,REP,,,,,,C,,,,,Challenger,,,False,REPUBLICAN PARTY,,H8AL02189,,,,,2017-07-27,,,2017-07-27,,2,,,H8AL02189,,02,,[2018],,,2017-07-27,,,,,,AL,,,,,,[2018],,,,False,2017-08-01T20:57:28,"AMASON, THOMAS MARRION III",[u'02'],,,,,,,2018,,N,House,,,,,H
,2017,43150.0,0.0,REP,18467.16,3400.0,39750.0,,,I,,2018,0.0,0.0,Incumbent,12092.66,OCTOBER QUARTERLY,True,REPUBLICAN PARTY,,H4AS00036,0.0,0.0,1000.0,True,2017-08-02,26782.01,,1996-06-27,43150.0,0,2017-09-30T00:00:00+00:00,0.0,H4AS00036,,00,0.0,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,,2015-09-08,201710149075675652,,0.0,0.0,0.0,AS,0.0,,0.0,,0.0,"[1994, 1996, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",0.0,0.0,26782.01,False,2017-09-19T21:01:29,"AMATA, AUMUA","[u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00']",,0.0,,0.0,26782.01,3000.0,2018,0.0,C,House,2017-01-01T00:00:00+00:00,43150.0,0.0,36750.0,H
,2017,0.0,0.0,REP,-856.87,0.0,0.0,,,O,,2018,0.0,0.0,Open seat,801.01,OCTOBER QUARTERLY,False,REPUBLICAN PARTY,,H8WV03071,0.0,0.0,0.0,False,2017-08-22,801.01,,2017-07-24,0.0,3,2017-09-30T00:00:00+00:00,0.0,H8WV03071,F,03,0.0,[2018],,,2017-08-22,201710049075576232,,0.0,0.0,0.0,WV,0.0,,0.0,,0.0,[2018],0.0,0.0,801.01,False,2017-08-22T20:56:47,"AMJAD, AYNE",[u'03'],,0.0,,0.0,801.01,0.0,2018,0.0,N,House,2017-07-01T00:00:00+00:00,0.0,0.0,0.0,H
