active_through,incumbent_challenge,district_number,first_file_date,has_raised_funds,party_full,election_districts,office,district,last_f2_date,state,candidate_id,party,election_years,office_full,candidate_status,federal_funds_flag,name,load_date,flags,last_file_date,cycles,incumbent_challenge_full
2018,C,0,2017-06-09,True,REPUBLICAN PARTY,[u'00'],S,00,2017-06-09,PA,S8PA00304,REP,[2018],Senate,C,False,"ADDIS , PAUL DAVID MR",2017-09-15T21:00:12,S8PA00304,2017-06-09,[2018],Challenger
2018,C,0,2017-06-07,False,DEMOCRATIC PARTY,[u'00'],S,00,2017-06-07,VT,S8VT00117,DEM,[2018],Senate,N,False,"ADELUOLA, FOLASADE",2017-08-01T20:57:28,S8VT00117,2017-06-07,[2018],Challenger
2018,I,4,1996-02-14,True,REPUBLICAN PARTY,"[u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04']",H,04,2016-12-02,AL,H6AL04098,REP,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"ADERHOLT, ROBERT B. REP.",2017-03-02T21:00:15,H6AL04098,2016-12-02,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,12,2017-03-22,True,DEMOCRATIC PARTY,[u'12'],H,12,2017-03-22,TX,H8TX12074,DEM,[2018],House,C,False,"ADIA, VANESSA MICHELLE",2017-09-15T21:00:12,H8TX12074,2017-03-22,[2018],Challenger
2018,C,5,2017-07-24,False,INDEPENDENT,[u'05'],H,05,2017-07-24,WA,H8WA05185,IND,[2018],House,N,False,"AGNEW, ERIC MR.",2017-08-01T20:57:28,H8WA05185,2017-07-24,[2018],Challenger
2018,I,31,2012-01-17,True,DEMOCRATIC PARTY,"[u'31', u'31', u'31', u'31']",H,31,2016-12-05,CA,H2CA31125,DEM,"[2012, 2014, 2016, 2018]",House,C,False,"AGUILAR, PETE",2017-03-02T21:00:15,H2CA31125,2016-12-05,"[2012, 2014, 2016, 2018]",Incumbent
2018,,1,2017-12-01,False,DEMOCRATIC PARTY,[u'01'],H,01,2017-12-01,PA,H8PA01237,DEM,[2018],House,N,False,"AHMAD, NILOFER NINA",2017-12-01T21:04:00,H8PA01237,2017-12-01,[2018],
2018,O,8,2017-03-10,True,DEMOCRATIC PARTY,[u'08'],H,08,2017-03-10,WA,H8WA08114,DEM,[2018],House,N,False,"AHN, POGA",2017-10-18T21:02:35,H8WA08114,2017-03-10,[2018],Open seat
2018,,17,2017-10-19,False,REPUBLICAN PARTY,[u'17'],H,17,2017-10-19,FL,H8FL17038,REP,[2018],House,N,False,"AKINS, WILLIAM ALAN",2017-10-23T20:56:46,H8FL17038,2017-10-19,[2018],
2018,C,0,2011-05-18,True,REPUBLICAN PARTY,"[u'00', u'00']",S,00,2012-11-14,MO,S2MO00429,REP,"[2012, 2018]",Senate,C,False,"AKIN, W TODD",2017-05-23T07:10:20,S2MO00429,2012-11-14,"[2012, 2014, 2016, 2018]",Challenger
2018,O,1,2017-04-24,False,DEMOCRATIC-FARM-LABOR,[u'01'],H,01,2017-06-20,MN,H8MN01246,DFL,[2018],House,N,False,"AKZAM, JOHNNY ALAN",2017-08-01T20:57:28,H8MN01246,2017-06-20,[2018],Open seat
2018,C,12,2016-04-18,True,DEMOCRATIC PARTY,"[u'12', u'12']",H,12,2017-08-28,OH,H6OH12127,DEM,"[2016, 2018]",House,N,False,"ALBERTSON, ED",2017-10-05T20:56:00,H6OH12127,2017-08-28,"[2016, 2018]",Challenger
2018,C,3,2017-10-13,False,DEMOCRATIC PARTY,[u'03'],H,03,2017-10-13,MI,H8MI03079,DEM,[2018],House,N,False,"ALBRO, CATHERINE",2017-10-18T21:02:35,H8MI03079,2017-10-13,[2018],Challenger
2018,C,37,2017-04-17,False,AMERICAN INDEPENDENT PARTY,[u'37'],H,37,2017-04-17,CA,H8CA37301,AIP,[2018],House,N,False,"ALEMAYHU, TED MESFIN MR.",2017-04-19T21:05:08,H8CA37301,2017-04-17,[2018],Challenger
2018,C,35,2017-09-11,True,REPUBLICAN PARTY,[u'35'],H,35,2017-09-11,TX,H8TX35018,REP,[2018],House,C,False,"ALEXANDER, SHERRILL KENNETH",2017-10-16T21:00:02,H8TX35018,2017-09-11,[2018],Challenger
2018,C,24,2017-06-14,True,DEMOCRATIC PARTY,[u'24'],H,24,2017-06-14,TX,H8TX24103,DEM,[2018],House,C,False,"ALLEN, EDWARD CHARLES",2017-10-16T21:00:02,H8TX24103,2017-06-14,[2018],Challenger
2018,C,7,2017-04-21,True,DEMOCRATIC PARTY,[u'07'],H,07,2017-04-21,GA,H8GA07144,DEM,[2018],House,C,False,"ALLEN, KATHLEEN",2017-08-29T20:55:29,H8GA07144,2017-04-21,[2018],Challenger
2018,I,12,2011-10-12,True,REPUBLICAN PARTY,"[u'12', u'12', u'12', u'12']",H,12,2017-04-01,GA,H2GA12121,REP,"[2012, 2014, 2016, 2018]",House,C,False,"ALLEN, RICHARD W",2017-04-01T20:55:21,H2GA12121,2017-04-01,"[2012, 2014, 2016, 2018]",Incumbent
2018,C,11,2017-07-15,True,DEMOCRATIC PARTY,[u'11'],H,11,2017-07-15,FL,H8FL11106,DEM,[2018],House,N,False,"ALLEN, SAMUEL",2017-08-01T20:57:28,H8FL11106,2017-07-15,[2018],Challenger
2018,C,7,2017-02-25,False,DEMOCRATIC PARTY,[u'07'],H,07,2017-02-25,VA,H8VA07060,DEM,[2018],House,N,False,"ALLI, HELEN",2017-03-03T21:11:22,H8VA07060,2017-02-25,[2018],Challenger
2018,C,52,2017-10-13,False,REPUBLICAN PARTY,[u'52'],H,52,2017-10-13,CA,H8CA52136,REP,[2018],House,N,False,"ALLMAN, MICHAEL",2017-10-18T21:02:35,H8CA52136,2017-10-13,[2018],Challenger
2018,C,32,2017-04-18,True,DEMOCRATIC PARTY,[u'32'],H,32,2017-04-18,TX,H8TX32098,DEM,[2018],House,C,False,"ALLRED, COLIN",2017-09-27T20:56:17,H8TX32098,2017-04-18,[2018],Challenger
2018,C,34,2017-03-14,False,REPUBLICAN PARTY,[u'34'],H,34,2017-03-14,CA,H8CA34340,REP,[2018],House,N,False,"ALVAREZ, SIMON MARK",2017-04-19T21:05:08,H8CA34340,2017-03-14,[2018],Challenger
2018,I,3,2010-02-12,True,REPUBLICAN PARTY,"[u'03', u'03', u'03', u'03', u'03']",H,03,2017-08-28,MI,H0MI03126,REP,"[2010, 2012, 2014, 2016, 2018]",House,C,False,"AMASH, JUSTIN",2017-08-28T20:55:19,H0MI03126,2017-08-28,"[2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,2,2017-07-27,False,REPUBLICAN PARTY,[u'02'],H,02,2017-07-27,AL,H8AL02189,REP,[2018],House,N,False,"AMASON, THOMAS MARRION III",2017-08-01T20:57:28,H8AL02189,2017-07-27,[2018],Challenger
2018,I,0,1996-06-27,True,REPUBLICAN PARTY,"[u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00', u'00']",H,00,2015-09-08,AS,H4AS00036,REP,"[1994, 1996, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"AMATA, AUMUA",2017-09-19T21:01:29,H4AS00036,2017-08-02,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,O,3,2017-07-24,False,REPUBLICAN PARTY,[u'03'],H,03,2017-08-22,WV,H8WV03071,REP,[2018],House,N,False,"AMJAD, AYNE",2017-08-22T20:56:47,H8WV03071,2017-08-22,[2018],Open seat
2018,I,2,2011-05-19,True,REPUBLICAN PARTY,"[u'02', u'02', u'02', u'02']",H,02,2017-11-01,NV,H2NV02395,REP,"[2012, 2014, 2016, 2018]",House,C,False,"AMODEI, MARK EUGENE EUGENE",2017-11-01T20:56:44,H2NV02395,2017-11-01,"[2012, 2014, 2016, 2018]",Incumbent
2018,C,9,2014-10-20,False,UNKNOWN,"[u'09', u'09', u'09']",H,09,2017-06-29,NY,H4NY09090,UNK,"[2014, 2016, 2018]",House,N,False,"ANABILAH-AZUMAH, JOEL",2017-08-01T20:57:28,H4NY09090,2017-06-29,"[2014, 2016, 2018]",Challenger
2018,,21,2017-11-22,False,REPUBLICAN PARTY,[u'21'],H,21,2017-11-22,TX,H8TX21265,REP,[2018],House,N,False,"ANDARZA, IVAN ARTURO",2017-11-22T22:42:33,H8TX21265,2017-11-22,[2018],
2018,C,3,2017-09-26,False,DEMOCRATIC PARTY,[u'03'],H,03,2017-09-26,CT,H8CT03067,DEM,[2018],House,N,False,"ANDERSON, BRYAN NEIL",2017-10-05T20:56:00,H8CT03067,2017-09-26,[2018],Challenger
2018,C,4,2017-08-22,False,DEMOCRATIC PARTY,[u'04'],H,04,2017-08-22,MS,H8MS04438,DEM,[2018],House,N,False,"ANDERSON, JERAMEY DEWAYNE",2017-10-05T20:56:00,H8MS04438,2017-08-22,[2018],Challenger
2018,C,2,2005-05-24,True,REPUBLICAN PARTY,"[u'02', u'02', u'02']",H,02,2017-05-24,NV,H6NV02172,REP,"[2006, 2012, 2018]",House,N,False,"ANGLE, SHARRON E",2017-08-01T20:57:28,H6NV02172,2017-05-24,"[2006, 2008, 2012, 2014, 2018]",Challenger
2018,C,12,2017-04-03,True,DEMOCRATIC PARTY,[u'12'],H,12,2017-04-03,PA,H8PA12077,DEM,[2018],House,C,False,"ANTHONY, AARON",2017-09-15T21:00:12,H8PA12077,2017-04-03,[2018],Challenger
2018,C,4,2017-07-10,True,REPUBLICAN PARTY,[u'04'],H,04,2017-07-10,NV,H8NV04026,REP,[2018],House,C,False,"ANTHONY, STAVROS",2017-10-17T22:53:08,H8NV04026,2017-07-10,[2018],Challenger
2018,C,49,2015-07-05,True,DEMOCRATIC PARTY,"[u'49', u'49']",H,49,2016-12-05,CA,H6CA49102,DEM,"[2016, 2018]",House,C,False,"APPLEGATE, DOUGLAS LOREN",2017-03-02T21:00:15,H6CA49102,2016-12-05,"[2016, 2018]",Challenger
2018,O,1,2017-06-17,True,REPUBLICAN PARTY,[u'01'],H,01,2017-06-17,NM,H8NM01372,REP,[2018],House,C,False,"ARNOLD-JONES, JANICE E",2017-10-17T22:53:08,H8NM01372,2017-06-17,[2018],Open seat
2018,C,23,2017-07-31,True,REPUBLICAN PARTY,[u'23'],H,23,2017-07-31,TX,H8TX23113,REP,[2018],House,N,False,"ARREDONDO-LYNCH, ALMA D.D.S",2017-08-18T20:58:39,H8TX23113,2017-07-31,[2018],Challenger
2018,I,19,2015-10-02,True,REPUBLICAN PARTY,"[u'19', u'19']",H,19,2017-11-14,TX,H6TX19099,REP,"[2016, 2018]",House,C,False,"ARRINGTON, JODEY COOK",2017-11-14T20:56:02,H6TX19099,2017-11-14,"[2016, 2018]",Incumbent
2018,C,1,2017-08-04,True,REPUBLICAN PARTY,[u'01'],H,01,2017-08-04,SC,H8SC01124,REP,[2018],House,C,False,"ARRINGTON, KATHERINE ELIZABETH MRS",2017-10-16T21:00:02,H8SC01124,2017-08-04,[2018],Challenger
2018,C,16,2017-03-09,True,DEMOCRATIC PARTY,[u'16'],H,16,2017-03-09,IL,H8IL16088,DEM,[2018],House,N,False,"ARROYAVE, NATHAN",2017-03-12T20:58:10,H8IL16088,2017-03-09,[2018],Challenger
2018,C,2,1993-10-21,True,DEMOCRATIC PARTY,"[u'02', u'02', u'02', u'02']",H,02,2017-07-01,NE,H4NE02054,DEM,"[1994, 2014, 2016, 2018]",House,C,False,"ASHFORD, BRAD",2017-10-24T21:01:05,H4NE02054,2017-07-01,"[1994, 1996, 2014, 2016, 2018]",Challenger
2018,O,1,2017-07-04,True,DEMOCRATIC PARTY,[u'01'],H,01,2017-07-04,MN,H8MN01287,DEM,[2018],House,N,False,"AUSTINSON, JOHN WAYNE",2017-08-01T20:57:28,H8MN01287,2017-07-04,[2018],Open seat
2018,C,3,2017-06-02,True,DEMOCRATIC PARTY,[u'03'],H,03,2017-06-02,IA,H8IA03124,DEM,[2018],House,C,False,"AXNE, CINDY",2017-08-30T20:56:02,H8IA03124,2017-06-02,[2018],Challenger
2018,C,0,2017-05-11,True,REPUBLICAN PARTY,[u'00'],S,00,2017-05-11,PA,S8PA00296,REP,[2018],Senate,C,False,"AYERS, CYNTHIA ELLEN",2017-09-15T21:00:12,S8PA00296,2017-05-11,[2018],Challenger
2018,C,0,2017-03-17,True,REPUBLICAN PARTY,[u'00'],S,00,2017-03-17,MA,S8MA00268,REP,[2018],Senate,C,False,"AYYADURAI, SHIVA DR",2017-08-30T20:56:02,S8MA00268,2017-03-17,[2018],Challenger
2018,I,36,1995-07-13,True,REPUBLICAN PARTY,"[u'02', u'02', u'36', u'36', u'36']",H,36,2017-03-06,TX,H6TX02079,REP,"[1996, 1998, 2014, 2016, 2018]",House,C,False,"BABIN, BRIAN",2017-03-13T20:59:20,H6TX02079,2017-03-06,"[1996, 1998, 2000, 2002, 2004, 2006, 2014, 2016, 2018]",Incumbent
2018,I,2,2015-04-01,True,REPUBLICAN PARTY,"[u'02', u'02']",H,02,2017-11-14,NE,H6NE02125,REP,"[2016, 2018]",House,C,False,"BACON, DONALD J",2017-11-14T20:56:02,H6NE02125,2017-11-14,"[2016, 2018]",Incumbent
2018,C,7,2017-08-01,True,DEMOCRATIC PARTY,[u'07'],H,07,2017-08-01,CO,H8CO07086,DEM,[2018],House,C,False,"BAER, DAN",2017-10-18T21:02:35,H8CO07086,2017-08-01,[2018],Challenger
2018,C,18,2017-09-12,True,DEMOCRATIC PARTY,[u'18'],H,18,2017-09-12,FL,H8FL18028,DEM,[2018],House,C,False,"BAER, LAUREN",2017-10-18T21:02:35,H8FL18028,2017-09-12,[2018],Challenger
2018,O,0,2017-08-17,False,DEMOCRATIC PARTY,[u'00'],S,00,2017-08-17,TN,S8TN00329,DEM,[2018],Senate,N,False,"BAILEY, BILLY",2017-10-18T21:02:35,S8TN00329,2017-08-17,[2018],Open seat
2018,,4,2017-10-18,False,REPUBLICAN PARTY,[u'04'],H,04,2017-10-18,IN,H8IN04199,REP,[2018],House,N,False,"BAIRD, JAMES R PHD",2017-10-18T21:02:35,H8IN04199,2017-10-18,[2018],
2018,C,2,2017-02-14,True,REPUBLICAN PARTY,[u'02'],H,02,2017-11-17,TX,H8TX07082,REP,[2018],House,C,False,"BALAT, DAVID",2017-11-17T21:56:03,H8TX07082,2017-11-17,[2018],Challenger
2018,,12,2017-12-06,False,REPUBLICAN PARTY,[u'12'],H,12,2017-12-06,OH,H8OH12180,REP,[2018],House,N,False,"BALDERSON, TROY",2017-12-07T22:02:19,H8OH12180,2017-12-06,[2018],
2018,I,0,2011-09-02,True,DEMOCRATIC PARTY,"[u'00', u'00']",S,00,2015-02-02,WI,S2WI00219,DEM,"[2012, 2018]",Senate,C,False,"BALDWIN, TAMMY",2017-05-23T07:10:20,S2WI00219,2015-02-02,"[2012, 2014, 2016, 2018]",Incumbent
2018,C,36,2017-10-06,False,REPUBLICAN PARTY,[u'36'],H,36,2017-10-06,CA,H8CA36162,REP,[2018],House,N,False,"BALL, DAN",2017-10-18T21:02:35,H8CA36162,2017-10-06,[2018],Challenger
2018,,4,2017-11-10,False,WRITE-IN,[u'04'],H,04,2017-11-10,IN,H8IN04207,W,[2018],House,N,False,"BALLOCK, THOMAS",2017-11-11T20:55:33,H8IN04207,2017-11-10,[2018],
2018,C,24,2017-09-12,True,DEMOCRATIC PARTY,[u'24'],H,24,2017-09-12,NY,H8NY24090,DEM,[2018],House,C,False,"BALTER, DANA",2017-10-24T21:01:05,H8NY24090,2017-09-12,[2018],Challenger
2018,I,3,2015-05-11,True,REPUBLICAN PARTY,"[u'03', u'03']",H,03,2016-12-07,IN,H6IN03229,REP,"[2016, 2018]",House,C,False,"BANKS, JAMES E",2017-03-02T21:00:15,H6IN03229,2016-12-07,"[2016, 2018]",Incumbent
2018,C,27,2017-07-15,False,REPUBLICAN PARTY,[u'27'],H,27,2017-07-15,NY,H8NY27119,REP,[2018],House,N,False,"BANKS, JAMES PAUL MR.",2017-08-01T20:57:28,H8NY27119,2017-07-15,[2018],Challenger
2018,C,34,2016-11-23,False,REPUBLICAN PARTY,[u'34'],H,34,2016-11-23,CA,H8CA34100,REP,[2018],House,N,False,"BARAJAS, RAMON MR. III",2017-03-01T21:00:33,H8CA34100,2016-11-23,"[2016, 2018]",Challenger
2018,C,7,2017-09-18,True,REPUBLICAN PARTY,[u'07'],H,07,2017-09-18,CA,H8CA07072,REP,[2018],House,C,False,"BARASH, YONA",2017-10-18T21:02:35,H8CA07072,2017-09-18,[2018],Challenger
2018,C,10,2011-04-20,True,DEMOCRATIC PARTY,"[u'10', u'10', u'10', u'10']",H,10,2017-01-04,CA,H2CA00096,DEM,"[2012, 2014, 2016, 2018]",House,N,False,"BARKLEY, MICHAEL JAMES",2017-01-05T21:04:01,H2CA00096,2017-01-04,"[2012, 2014, 2016, 2018]",Challenger
2018,I,11,2002-03-28,True,REPUBLICAN PARTY,"[u'11', u'11', u'11', u'11', u'11', u'11', u'11']",H,11,2017-06-05,PA,H2PA11098,REP,"[2002, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"BARLETTA, LOU",2017-06-05T23:09:09,H2PA11098,2017-06-05,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,0,2017-08-30,True,REPUBLICAN PARTY,[u'00'],S,00,2017-09-27,PA,S8PA00320,REP,[2018],Senate,C,False,"BARLETTA, LOU",2017-10-24T21:01:05,S8PA00320,2017-09-27,[2018],Challenger
2018,C,14,2017-07-31,False,DEMOCRATIC PARTY,[u'14'],H,14,2017-07-31,TX,H8TX14138,DEM,[2018],House,N,False,"BARNES, LEVY Q DR. JR.",2017-08-01T20:57:28,H8TX14138,2017-07-31,[2018],Challenger
2018,,0,2017-11-01,False,REPUBLICAN PARTY,[u'00'],S,00,2017-11-22,MN,S8MN00560,REP,[2018],Senate,N,False,"BARNHEISER, ROBERT BRUCE",2017-11-24T20:55:35,S8MN00560,2017-11-22,[2018],
2018,O,3,2017-03-30,False,REPUBLICAN PARTY,[u'03'],H,03,2017-04-10,TX,H8TX03081,REP,[2018],House,N,False,"BARONE, ROGER",2017-04-20T21:08:07,H8TX03081,2017-04-10,[2018],Open seat
2018,O,9,2017-03-04,True,REPUBLICAN PARTY,[u'09'],H,09,2017-03-04,AZ,H8AZ09016,REP,[2018],House,C,False,"BARONESS VON BEHR, IRINA",2017-10-23T20:56:46,H8AZ09016,2017-03-04,[2018],Open seat
2018,I,44,2015-04-06,True,DEMOCRATIC PARTY,"[u'44', u'44']",H,44,2017-02-07,CA,H6CA44103,DEM,"[2016, 2018]",House,C,False,"BARRAGAN, NANETTE",2017-07-03T21:12:40,H6CA44103,2017-02-07,"[2016, 2018]",Incumbent
2018,I,0,1996-01-02,True,REPUBLICAN PARTY,"[u'00', u'00', u'00', u'00']",S,00,2017-06-12,WY,S6WY00068,REP,"[1996, 2008, 2012, 2018]",Senate,C,False,"BARRASSO, JOHN A",2017-06-13T21:16:55,S6WY00068,2017-06-12,"[1996, 1998, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,O,27,2017-05-09,True,REPUBLICAN PARTY,[u'27'],H,27,2017-05-09,FL,H8FL27037,REP,[2018],House,C,False,"BARREIRO, BRUNO",2017-08-29T20:55:29,H8FL27037,2017-05-09,[2018],Open seat
2018,C,4,2017-08-01,False,LIBERTARIAN PARTY,[u'04'],H,04,2017-09-12,AR,H8AR04114,LIB,[2018],House,N,False,"BARRETT, MICHAEL",2017-09-12T20:59:26,H8AR04114,2017-09-12,[2018],Challenger
2018,I,6,2009-09-28,True,REPUBLICAN PARTY,"[u'06', u'06', u'06', u'06', u'06']",H,06,2017-02-24,KY,H0KY06104,REP,"[2010, 2012, 2014, 2016, 2018]",House,C,False,"BARR, GARLAND ANDY",2017-03-09T01:25:25,H0KY06104,2017-02-24,"[2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,1,2017-10-17,False,DEMOCRATIC PARTY,[u'01'],H,01,2017-10-17,OH,H8OH01100,DEM,[2018],House,N,False,"BARR, ROBERT",2017-10-18T21:02:35,H8OH01100,2017-10-17,[2018],Challenger
2018,C,11,2017-07-08,True,DEMOCRATIC PARTY,[u'11'],H,11,2017-07-08,NJ,H8NJ11167,DEM,[2018],House,C,False,"BARTLETT, JOHN",2017-10-17T22:53:08,H8NJ11167,2017-07-08,[2018],Challenger
2018,C,18,2015-08-01,True,INDEPENDENT,"[u'18', u'18']",H,18,2017-04-16,TX,H6TX18141,IND,"[2016, 2018]",House,N,False,"BARTLEY, LORI ANITA MRS.",2017-04-16T21:36:27,H6TX18141,2017-04-16,"[2016, 2018]",Challenger
2018,I,6,1983-12-12,True,REPUBLICAN PARTY,"[u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06']",H,06,2017-07-12,TX,H4TX06117,REP,"[1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",House,C,False,"BARTON, JOE LINUS",2017-07-13T20:57:33,H4TX06117,2017-07-12,"[1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,0,2017-04-24,True,REPUBLICAN PARTY,[u'00'],S,00,2017-04-24,PA,S8PA00262,REP,[2018],Senate,C,False,"BARTOS, JEFFREY A",2017-09-15T21:00:12,S8PA00262,2017-04-24,[2018],Challenger
2018,O,27,2017-07-26,True,DEMOCRATIC PARTY,[u'27'],H,27,2017-07-26,FL,H8FL27086,DEM,[2018],House,C,False,"BARZEE FLORES, MARY",2017-10-18T21:02:35,H8FL27086,2017-07-26,[2018],Open seat
2018,C,37,2017-01-31,False,REPUBLICAN PARTY,[u'37'],H,37,2017-01-31,CA,H8CA37293,REP,[2018],House,N,False,"BASSILIAN, RON",2017-02-01T21:04:16,H8CA37293,2017-01-31,[2018],Challenger
2018,I,37,2010-02-19,True,DEMOCRATIC PARTY,"[u'33', u'37', u'37', u'37', u'37']",H,37,2017-03-06,CA,H0CA33117,DEM,"[2010, 2012, 2014, 2016, 2018]",House,C,False,"BASS, KAREN",2017-03-13T20:59:20,H0CA33117,2017-03-06,"[2010, 2012, 2014, 2016, 2018]",Incumbent
2018,C,4,2017-05-03,True,DEMOCRATIC PARTY,[u'04'],H,04,2017-05-03,CA,H8CA04194,DEM,[2018],House,C,False,"BATESON, REGINA",2017-08-01T20:57:28,H8CA04194,2017-05-03,[2018],Challenger
